,condition_name,condition_integer,condition_group,beta_path,session,correct,ima
536,Hat_Choice,42,uncolored_shape_choices,['subjects/jeeves/sessions/scd_20230712/6/Hat_Choice_instance_beta.nii.gz'],scd_20230712,0,6
537,LightYellow_Choice,44,colored_blob_choices,['subjects/jeeves/sessions/scd_20230712/6/LightYellow_Choice_instance_beta.nii.gz'],scd_20230712,0,6
538,Diamond_Choice,51,uncolored_shape_choices,['subjects/jeeves/sessions/scd_20230712/6/Diamond_Choice_instance_beta.nii.gz'],scd_20230712,0,6
539,Lock_Choice,52,uncolored_shape_choices,['subjects/jeeves/sessions/scd_20230712/6/Lock_Choice_instance_beta.nii.gz'],scd_20230712,0,6
540,DarkTurquiose,4,colored_blobs,"['subjects/jeeves/sessions/scd_20230712/16/DarkTurquiose_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230712/16/DarkTurquiose_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230712/16/DarkTurquiose_delay_2_instance_beta.nii.gz']",scd_20230712,0,16
541,Dodecagon,11,uncolored_shapes,"['subjects/jeeves/sessions/scd_20230712/16/Dodecagon_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230712/16/Dodecagon_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230712/16/Dodecagon_delay_2_instance_beta.nii.gz']",scd_20230712,1,16
542,LightYellow,16,colored_blobs,"['subjects/jeeves/sessions/scd_20230712/16/LightYellow_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230712/16/LightYellow_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230712/16/LightYellow_delay_2_instance_beta.nii.gz']",scd_20230712,1,16
543,LightTurquiose,18,colored_blobs,"['subjects/jeeves/sessions/scd_20230712/16/LightTurquiose_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230712/16/LightTurquiose_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230712/16/LightTurquiose_delay_2_instance_beta.nii.gz']",scd_20230712,1,16
544,LightGray,21,colored_blobs,"['subjects/jeeves/sessions/scd_20230712/16/LightGray_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230712/16/LightGray_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230712/16/LightGray_delay_2_instance_beta.nii.gz']",scd_20230712,0,16
545,Diamond,23,uncolored_shapes,"['subjects/jeeves/sessions/scd_20230712/16/Diamond_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230712/16/Diamond_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230712/16/Diamond_delay_2_instance_beta.nii.gz']",scd_20230712,0,16
546,Spade,25,uncolored_shapes,"['subjects/jeeves/sessions/scd_20230712/16/Spade_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230712/16/Spade_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230712/16/Spade_delay_2_instance_beta.nii.gz']",scd_20230712,0,16
547,Venn,28,uncolored_shapes,"['subjects/jeeves/sessions/scd_20230712/16/Venn_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230712/16/Venn_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230712/16/Venn_delay_2_instance_beta.nii.gz']",scd_20230712,0,16
548,DarkTurquiose_Choice,32,colored_blob_choices,['subjects/jeeves/sessions/scd_20230712/16/DarkTurquiose_Choice_instance_beta.nii.gz'],scd_20230712,0,16
549,Dodecagon_Choice,39,uncolored_shape_choices,['subjects/jeeves/sessions/scd_20230712/16/Dodecagon_Choice_instance_beta.nii.gz'],scd_20230712,0,16
550,LightYellow_Choice,44,colored_blob_choices,['subjects/jeeves/sessions/scd_20230712/16/LightYellow_Choice_instance_beta.nii.gz'],scd_20230712,0,16
551,LightTurquiose_Choice,46,colored_blob_choices,['subjects/jeeves/sessions/scd_20230712/16/LightTurquiose_Choice_instance_beta.nii.gz'],scd_20230712,0,16
552,LightGray_Choice,49,colored_blob_choices,['subjects/jeeves/sessions/scd_20230712/16/LightGray_Choice_instance_beta.nii.gz'],scd_20230712,0,16
553,Diamond_Choice,51,uncolored_shape_choices,['subjects/jeeves/sessions/scd_20230712/16/Diamond_Choice_instance_beta.nii.gz'],scd_20230712,0,16
554,Spade_Choice,53,uncolored_shape_choices,['subjects/jeeves/sessions/scd_20230712/16/Spade_Choice_instance_beta.nii.gz'],scd_20230712,0,16
555,Venn_Choice,56,uncolored_shape_choices,['subjects/jeeves/sessions/scd_20230712/16/Venn_Choice_instance_beta.nii.gz'],scd_20230712,0,16
556,DarkYellow,2,colored_blobs,"['subjects/jeeves/sessions/scd_20230712/9/DarkYellow_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230712/9/DarkYellow_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230712/9/DarkYellow_delay_2_instance_beta.nii.gz']",scd_20230712,1,9
557,Spike,9,uncolored_shapes,"['subjects/jeeves/sessions/scd_20230712/9/Spike_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230712/9/Spike_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230712/9/Spike_delay_2_instance_beta.nii.gz']",scd_20230712,1,9
558,LightRed,15,colored_blobs,"['subjects/jeeves/sessions/scd_20230712/9/LightRed_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230712/9/LightRed_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230712/9/LightRed_delay_2_instance_beta.nii.gz']",scd_20230712,0,9
559,LightGreen,17,colored_blobs,"['subjects/jeeves/sessions/scd_20230712/9/LightGreen_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230712/9/LightGreen_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230712/9/LightGreen_delay_2_instance_beta.nii.gz']",scd_20230712,0,9
560,LightTurquiose,18,colored_blobs,"['subjects/jeeves/sessions/scd_20230712/9/LightTurquiose_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230712/9/LightTurquiose_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230712/9/LightTurquiose_delay_2_instance_beta.nii.gz']",scd_20230712,1,9
561,Hourglass,22,uncolored_shapes,"['subjects/jeeves/sessions/scd_20230712/9/Hourglass_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230712/9/Hourglass_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230712/9/Hourglass_delay_2_instance_beta.nii.gz']",scd_20230712,0,9
562,Lock,24,uncolored_shapes,"['subjects/jeeves/sessions/scd_20230712/9/Lock_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230712/9/Lock_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230712/9/Lock_delay_2_instance_beta.nii.gz']",scd_20230712,0,9
563,Spade,25,uncolored_shapes,"['subjects/jeeves/sessions/scd_20230712/9/Spade_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230712/9/Spade_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230712/9/Spade_delay_2_instance_beta.nii.gz']",scd_20230712,0,9
564,DarkYellow_Choice,30,colored_blob_choices,['subjects/jeeves/sessions/scd_20230712/9/DarkYellow_Choice_instance_beta.nii.gz'],scd_20230712,0,9
565,Spike_Choice,37,uncolored_shape_choices,['subjects/jeeves/sessions/scd_20230712/9/Spike_Choice_instance_beta.nii.gz'],scd_20230712,0,9
566,LightRed_Choice,43,colored_blob_choices,['subjects/jeeves/sessions/scd_20230712/9/LightRed_Choice_instance_beta.nii.gz'],scd_20230712,0,9
567,LightGreen_Choice,45,colored_blob_choices,['subjects/jeeves/sessions/scd_20230712/9/LightGreen_Choice_instance_beta.nii.gz'],scd_20230712,0,9
568,LightTurquiose_Choice,46,colored_blob_choices,['subjects/jeeves/sessions/scd_20230712/9/LightTurquiose_Choice_instance_beta.nii.gz'],scd_20230712,0,9
569,Hourglass_Choice,50,uncolored_shape_choices,['subjects/jeeves/sessions/scd_20230712/9/Hourglass_Choice_instance_beta.nii.gz'],scd_20230712,0,9
570,Lock_Choice,52,uncolored_shape_choices,['subjects/jeeves/sessions/scd_20230712/9/Lock_Choice_instance_beta.nii.gz'],scd_20230712,0,9
571,Spade_Choice,53,uncolored_shape_choices,['subjects/jeeves/sessions/scd_20230712/9/Spade_Choice_instance_beta.nii.gz'],scd_20230712,0,9
572,DarkGreen,3,colored_blobs,"['subjects/jeeves/sessions/scd_20230712/8/DarkGreen_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230712/8/DarkGreen_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230712/8/DarkGreen_delay_2_instance_beta.nii.gz']",scd_20230712,0,8
573,DarkGray,7,colored_blobs,"['subjects/jeeves/sessions/scd_20230712/8/DarkGray_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230712/8/DarkGray_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230712/8/DarkGray_delay_2_instance_beta.nii.gz']",scd_20230712,0,8
574,Bar,10,uncolored_shapes,"['subjects/jeeves/sessions/scd_20230712/8/Bar_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230712/8/Bar_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230712/8/Bar_delay_2_instance_beta.nii.gz']",scd_20230712,0,8
575,Hat,14,uncolored_shapes,"['subjects/jeeves/sessions/scd_20230712/8/Hat_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230712/8/Hat_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230712/8/Hat_delay_2_instance_beta.nii.gz']",scd_20230712,0,8
576,LightGreen,17,colored_blobs,"['subjects/jeeves/sessions/scd_20230712/8/LightGreen_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230712/8/LightGreen_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230712/8/LightGreen_delay_2_instance_beta.nii.gz']",scd_20230712,1,8
577,Diamond,23,uncolored_shapes,"['subjects/jeeves/sessions/scd_20230712/8/Diamond_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230712/8/Diamond_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230712/8/Diamond_delay_2_instance_beta.nii.gz']",scd_20230712,0,8
578,DarkGreen_Choice,31,colored_blob_choices,['subjects/jeeves/sessions/scd_20230712/8/DarkGreen_Choice_instance_beta.nii.gz'],scd_20230712,0,8
579,DarkGray_Choice,35,colored_blob_choices,['subjects/jeeves/sessions/scd_20230712/8/DarkGray_Choice_instance_beta.nii.gz'],scd_20230712,0,8
580,Bar_Choice,38,uncolored_shape_choices,['subjects/jeeves/sessions/scd_20230712/8/Bar_Choice_instance_beta.nii.gz'],scd_20230712,0,8
581,Hat_Choice,42,uncolored_shape_choices,['subjects/jeeves/sessions/scd_20230712/8/Hat_Choice_instance_beta.nii.gz'],scd_20230712,0,8
582,LightGreen_Choice,45,colored_blob_choices,['subjects/jeeves/sessions/scd_20230712/8/LightGreen_Choice_instance_beta.nii.gz'],scd_20230712,0,8
583,Diamond_Choice,51,uncolored_shape_choices,['subjects/jeeves/sessions/scd_20230712/8/Diamond_Choice_instance_beta.nii.gz'],scd_20230712,0,8
584,LightRed,15,colored_blobs,"['subjects/jeeves/sessions/scd_20230712/17/LightRed_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230712/17/LightRed_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230712/17/LightRed_delay_2_instance_beta.nii.gz']",scd_20230712,0,17
585,LightTurquiose,18,colored_blobs,"['subjects/jeeves/sessions/scd_20230712/17/LightTurquiose_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230712/17/LightTurquiose_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230712/17/LightTurquiose_delay_2_instance_beta.nii.gz']",scd_20230712,1,17
586,LightBlue,19,colored_blobs,"['subjects/jeeves/sessions/scd_20230712/17/LightBlue_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230712/17/LightBlue_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230712/17/LightBlue_delay_2_instance_beta.nii.gz']",scd_20230712,0,17
587,LightPurple,20,colored_blobs,"['subjects/jeeves/sessions/scd_20230712/17/LightPurple_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230712/17/LightPurple_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230712/17/LightPurple_delay_2_instance_beta.nii.gz']",scd_20230712,1,17
588,Hourglass,22,uncolored_shapes,"['subjects/jeeves/sessions/scd_20230712/17/Hourglass_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230712/17/Hourglass_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230712/17/Hourglass_delay_2_instance_beta.nii.gz']",scd_20230712,0,17
589,Spade,25,uncolored_shapes,"['subjects/jeeves/sessions/scd_20230712/17/Spade_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230712/17/Spade_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230712/17/Spade_delay_2_instance_beta.nii.gz']",scd_20230712,0,17
590,Sawblade,26,uncolored_shapes,"['subjects/jeeves/sessions/scd_20230712/17/Sawblade_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230712/17/Sawblade_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230712/17/Sawblade_delay_2_instance_beta.nii.gz']",scd_20230712,1,17
591,Rabbit,27,uncolored_shapes,"['subjects/jeeves/sessions/scd_20230712/17/Rabbit_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230712/17/Rabbit_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230712/17/Rabbit_delay_2_instance_beta.nii.gz']",scd_20230712,0,17
592,LightRed_Choice,43,colored_blob_choices,['subjects/jeeves/sessions/scd_20230712/17/LightRed_Choice_instance_beta.nii.gz'],scd_20230712,0,17
593,LightTurquiose_Choice,46,colored_blob_choices,['subjects/jeeves/sessions/scd_20230712/17/LightTurquiose_Choice_instance_beta.nii.gz'],scd_20230712,0,17
594,LightBlue_Choice,47,colored_blob_choices,['subjects/jeeves/sessions/scd_20230712/17/LightBlue_Choice_instance_beta.nii.gz'],scd_20230712,0,17
595,LightPurple_Choice,48,colored_blob_choices,['subjects/jeeves/sessions/scd_20230712/17/LightPurple_Choice_instance_beta.nii.gz'],scd_20230712,0,17
596,Hourglass_Choice,50,uncolored_shape_choices,['subjects/jeeves/sessions/scd_20230712/17/Hourglass_Choice_instance_beta.nii.gz'],scd_20230712,0,17
597,Spade_Choice,53,uncolored_shape_choices,['subjects/jeeves/sessions/scd_20230712/17/Spade_Choice_instance_beta.nii.gz'],scd_20230712,0,17
598,Sawblade_Choice,54,uncolored_shape_choices,['subjects/jeeves/sessions/scd_20230712/17/Sawblade_Choice_instance_beta.nii.gz'],scd_20230712,0,17
599,Rabbit_Choice,55,uncolored_shape_choices,['subjects/jeeves/sessions/scd_20230712/17/Rabbit_Choice_instance_beta.nii.gz'],scd_20230712,0,17
600,LightRed,15,colored_blobs,"['subjects/jeeves/sessions/scd_20230712/18/LightRed_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230712/18/LightRed_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230712/18/LightRed_delay_2_instance_beta.nii.gz']",scd_20230712,0,18
601,LightBlue,19,colored_blobs,"['subjects/jeeves/sessions/scd_20230712/18/LightBlue_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230712/18/LightBlue_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230712/18/LightBlue_delay_2_instance_beta.nii.gz']",scd_20230712,0,18
602,LightPurple,20,colored_blobs,"['subjects/jeeves/sessions/scd_20230712/18/LightPurple_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230712/18/LightPurple_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230712/18/LightPurple_delay_2_instance_beta.nii.gz']",scd_20230712,0,18
603,Hourglass,22,uncolored_shapes,"['subjects/jeeves/sessions/scd_20230712/18/Hourglass_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230712/18/Hourglass_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230712/18/Hourglass_delay_2_instance_beta.nii.gz']",scd_20230712,1,18
604,Spade,25,uncolored_shapes,"['subjects/jeeves/sessions/scd_20230712/18/Spade_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230712/18/Spade_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230712/18/Spade_delay_2_instance_beta.nii.gz']",scd_20230712,0,18
605,Sawblade,26,uncolored_shapes,"['subjects/jeeves/sessions/scd_20230712/18/Sawblade_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230712/18/Sawblade_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230712/18/Sawblade_delay_2_instance_beta.nii.gz']",scd_20230712,0,18
606,Rabbit,27,uncolored_shapes,"['subjects/jeeves/sessions/scd_20230712/18/Rabbit_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230712/18/Rabbit_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230712/18/Rabbit_delay_2_instance_beta.nii.gz']",scd_20230712,0,18
607,LightRed_Choice,43,colored_blob_choices,['subjects/jeeves/sessions/scd_20230712/18/LightRed_Choice_instance_beta.nii.gz'],scd_20230712,0,18
608,LightBlue_Choice,47,colored_blob_choices,['subjects/jeeves/sessions/scd_20230712/18/LightBlue_Choice_instance_beta.nii.gz'],scd_20230712,0,18
609,LightPurple_Choice,48,colored_blob_choices,['subjects/jeeves/sessions/scd_20230712/18/LightPurple_Choice_instance_beta.nii.gz'],scd_20230712,0,18
610,Hourglass_Choice,50,uncolored_shape_choices,['subjects/jeeves/sessions/scd_20230712/18/Hourglass_Choice_instance_beta.nii.gz'],scd_20230712,0,18
611,Spade_Choice,53,uncolored_shape_choices,['subjects/jeeves/sessions/scd_20230712/18/Spade_Choice_instance_beta.nii.gz'],scd_20230712,0,18
612,Sawblade_Choice,54,uncolored_shape_choices,['subjects/jeeves/sessions/scd_20230712/18/Sawblade_Choice_instance_beta.nii.gz'],scd_20230712,0,18
613,Rabbit_Choice,55,uncolored_shape_choices,['subjects/jeeves/sessions/scd_20230712/18/Rabbit_Choice_instance_beta.nii.gz'],scd_20230712,0,18
614,DarkRed,1,colored_blobs,"['subjects/jeeves/sessions/scd_20230803/16/DarkRed_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230803/16/DarkRed_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230803/16/DarkRed_delay_2_instance_beta.nii.gz']",scd_20230803,1,16
615,DarkGreen,3,colored_blobs,"['subjects/jeeves/sessions/scd_20230803/16/DarkGreen_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230803/16/DarkGreen_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230803/16/DarkGreen_delay_2_instance_beta.nii.gz']",scd_20230803,1,16
616,DarkBlue,5,colored_blobs,"['subjects/jeeves/sessions/scd_20230803/16/DarkBlue_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230803/16/DarkBlue_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230803/16/DarkBlue_delay_2_instance_beta.nii.gz']",scd_20230803,1,16
617,DarkGray,7,colored_blobs,"['subjects/jeeves/sessions/scd_20230803/16/DarkGray_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230803/16/DarkGray_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230803/16/DarkGray_delay_2_instance_beta.nii.gz']",scd_20230803,0,16
618,Bar,10,uncolored_shapes,"['subjects/jeeves/sessions/scd_20230803/16/Bar_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230803/16/Bar_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230803/16/Bar_delay_2_instance_beta.nii.gz']",scd_20230803,1,16
619,Nail,12,uncolored_shapes,"['subjects/jeeves/sessions/scd_20230803/16/Nail_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230803/16/Nail_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230803/16/Nail_delay_2_instance_beta.nii.gz']",scd_20230803,1,16
620,Hat,14,uncolored_shapes,"['subjects/jeeves/sessions/scd_20230803/16/Hat_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230803/16/Hat_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230803/16/Hat_delay_2_instance_beta.nii.gz']",scd_20230803,0,16
621,Diamond,23,uncolored_shapes,"['subjects/jeeves/sessions/scd_20230803/16/Diamond_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230803/16/Diamond_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230803/16/Diamond_delay_2_instance_beta.nii.gz']",scd_20230803,0,16
622,Rabbit,27,uncolored_shapes,"['subjects/jeeves/sessions/scd_20230803/16/Rabbit_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230803/16/Rabbit_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230803/16/Rabbit_delay_2_instance_beta.nii.gz']",scd_20230803,1,16
623,DarkRed_Choice,29,colored_blob_choices,['subjects/jeeves/sessions/scd_20230803/16/DarkRed_Choice_instance_beta.nii.gz'],scd_20230803,0,16
624,DarkGreen_Choice,31,colored_blob_choices,['subjects/jeeves/sessions/scd_20230803/16/DarkGreen_Choice_instance_beta.nii.gz'],scd_20230803,0,16
625,DarkBlue_Choice,33,colored_blob_choices,['subjects/jeeves/sessions/scd_20230803/16/DarkBlue_Choice_instance_beta.nii.gz'],scd_20230803,0,16
626,DarkGray_Choice,35,colored_blob_choices,['subjects/jeeves/sessions/scd_20230803/16/DarkGray_Choice_instance_beta.nii.gz'],scd_20230803,0,16
627,Bar_Choice,38,uncolored_shape_choices,['subjects/jeeves/sessions/scd_20230803/16/Bar_Choice_instance_beta.nii.gz'],scd_20230803,0,16
628,Nail_Choice,40,uncolored_shape_choices,['subjects/jeeves/sessions/scd_20230803/16/Nail_Choice_instance_beta.nii.gz'],scd_20230803,0,16
629,Hat_Choice,42,uncolored_shape_choices,['subjects/jeeves/sessions/scd_20230803/16/Hat_Choice_instance_beta.nii.gz'],scd_20230803,0,16
630,Diamond_Choice,51,uncolored_shape_choices,['subjects/jeeves/sessions/scd_20230803/16/Diamond_Choice_instance_beta.nii.gz'],scd_20230803,0,16
631,Rabbit_Choice,55,uncolored_shape_choices,['subjects/jeeves/sessions/scd_20230803/16/Rabbit_Choice_instance_beta.nii.gz'],scd_20230803,0,16
632,DarkGreen,3,colored_blobs,"['subjects/jeeves/sessions/scd_20230803/22/DarkGreen_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230803/22/DarkGreen_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230803/22/DarkGreen_delay_2_instance_beta.nii.gz']",scd_20230803,1,22
633,DarkGray,7,colored_blobs,"['subjects/jeeves/sessions/scd_20230803/22/DarkGray_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230803/22/DarkGray_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230803/22/DarkGray_delay_2_instance_beta.nii.gz']",scd_20230803,0,22
634,UpArrow,8,uncolored_shapes,"['subjects/jeeves/sessions/scd_20230803/22/UpArrow_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230803/22/UpArrow_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230803/22/UpArrow_delay_2_instance_beta.nii.gz']",scd_20230803,1,22
635,Bar,10,uncolored_shapes,"['subjects/jeeves/sessions/scd_20230803/22/Bar_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230803/22/Bar_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230803/22/Bar_delay_2_instance_beta.nii.gz']",scd_20230803,0,22
636,Nail,12,uncolored_shapes,"['subjects/jeeves/sessions/scd_20230803/22/Nail_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230803/22/Nail_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230803/22/Nail_delay_2_instance_beta.nii.gz']",scd_20230803,1,22
637,Hat,14,uncolored_shapes,"['subjects/jeeves/sessions/scd_20230803/22/Hat_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230803/22/Hat_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230803/22/Hat_delay_2_instance_beta.nii.gz']",scd_20230803,0,22
638,LightYellow,16,colored_blobs,"['subjects/jeeves/sessions/scd_20230803/22/LightYellow_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230803/22/LightYellow_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230803/22/LightYellow_delay_2_instance_beta.nii.gz']",scd_20230803,1,22
639,LightTurquiose,18,colored_blobs,"['subjects/jeeves/sessions/scd_20230803/22/LightTurquiose_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230803/22/LightTurquiose_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230803/22/LightTurquiose_delay_2_instance_beta.nii.gz']",scd_20230803,1,22
640,LightPurple,20,colored_blobs,"['subjects/jeeves/sessions/scd_20230803/22/LightPurple_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230803/22/LightPurple_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230803/22/LightPurple_delay_2_instance_beta.nii.gz']",scd_20230803,1,22
641,Spade,25,uncolored_shapes,"['subjects/jeeves/sessions/scd_20230803/22/Spade_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230803/22/Spade_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230803/22/Spade_delay_2_instance_beta.nii.gz']",scd_20230803,0,22
642,Rabbit,27,uncolored_shapes,"['subjects/jeeves/sessions/scd_20230803/22/Rabbit_delay_0_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230803/22/Rabbit_delay_1_instance_beta.nii.gz', 'subjects/jeeves/sessions/scd_20230803/22/Rabbit_delay_2_instance_beta.nii.gz']",scd_20230803,1,22
643,DarkGreen_Choice,31,colored_blob_choices,['subjects/jeeves/sessions/scd_20230803/22/DarkGreen_Choice_instance_beta.nii.gz'],scd_20230803,0,22
644,DarkGray_Choice,35,colored_blob_choices,['subjects/jeeves/sessions/scd_20230803/22/DarkGray_Choice_instance_beta.nii.gz'],scd_20230803,0,22
645,UpArrow_Choice,36,uncolored_shape_choices,['subjects/jeeves/sessions/scd_20230803/22/UpArrow_Choice_instance_beta.nii.gz'],scd_20230803,0,22
