,Unnamed: 0,condition_name,condition_integer,condition_group,beta_path,session,correct,ima
630,630,LightGreen_Choice,45,colored_blob_choices,['subjects/wooster/sessions/scd_20230213/19/LightGreen_Choice_instance_beta.nii.gz'],scd_20230213,0,19
631,631,LightBlue_Choice,47,colored_blob_choices,['subjects/wooster/sessions/scd_20230213/19/LightBlue_Choice_instance_beta.nii.gz'],scd_20230213,0,19
632,632,Lock_Choice,52,uncolored_shape_choices,['subjects/wooster/sessions/scd_20230213/19/Lock_Choice_instance_beta.nii.gz'],scd_20230213,0,19
633,633,Sawblade_Choice,54,uncolored_shape_choices,['subjects/wooster/sessions/scd_20230213/19/Sawblade_Choice_instance_beta.nii.gz'],scd_20230213,0,19
634,634,DarkRed,1,colored_blobs,"['subjects/wooster/sessions/scd_20230213/16/DarkRed_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/16/DarkRed_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/16/DarkRed_delay_2_instance_beta.nii.gz']",scd_20230213,1,16
635,635,DarkPurple,6,colored_blobs,"['subjects/wooster/sessions/scd_20230213/16/DarkPurple_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/16/DarkPurple_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/16/DarkPurple_delay_2_instance_beta.nii.gz']",scd_20230213,1,16
636,636,DarkGray,7,colored_blobs,"['subjects/wooster/sessions/scd_20230213/16/DarkGray_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/16/DarkGray_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/16/DarkGray_delay_2_instance_beta.nii.gz']",scd_20230213,1,16
637,637,UpArrow,8,uncolored_shapes,"['subjects/wooster/sessions/scd_20230213/16/UpArrow_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/16/UpArrow_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/16/UpArrow_delay_2_instance_beta.nii.gz']",scd_20230213,1,16
638,638,Puzzle,13,uncolored_shapes,"['subjects/wooster/sessions/scd_20230213/16/Puzzle_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/16/Puzzle_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/16/Puzzle_delay_2_instance_beta.nii.gz']",scd_20230213,0,16
639,639,Hat,14,uncolored_shapes,"['subjects/wooster/sessions/scd_20230213/16/Hat_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/16/Hat_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/16/Hat_delay_2_instance_beta.nii.gz']",scd_20230213,1,16
640,640,LightTurquiose,18,colored_blobs,"['subjects/wooster/sessions/scd_20230213/16/LightTurquiose_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/16/LightTurquiose_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/16/LightTurquiose_delay_2_instance_beta.nii.gz']",scd_20230213,1,16
641,641,Spade,25,uncolored_shapes,"['subjects/wooster/sessions/scd_20230213/16/Spade_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/16/Spade_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/16/Spade_delay_2_instance_beta.nii.gz']",scd_20230213,1,16
642,642,DarkRed_Choice,29,colored_blob_choices,['subjects/wooster/sessions/scd_20230213/16/DarkRed_Choice_instance_beta.nii.gz'],scd_20230213,0,16
643,643,DarkPurple_Choice,34,colored_blob_choices,['subjects/wooster/sessions/scd_20230213/16/DarkPurple_Choice_instance_beta.nii.gz'],scd_20230213,0,16
644,644,DarkGray_Choice,35,colored_blob_choices,['subjects/wooster/sessions/scd_20230213/16/DarkGray_Choice_instance_beta.nii.gz'],scd_20230213,0,16
645,645,UpArrow_Choice,36,uncolored_shape_choices,['subjects/wooster/sessions/scd_20230213/16/UpArrow_Choice_instance_beta.nii.gz'],scd_20230213,0,16
646,646,Puzzle_Choice,41,uncolored_shape_choices,['subjects/wooster/sessions/scd_20230213/16/Puzzle_Choice_instance_beta.nii.gz'],scd_20230213,0,16
647,647,Hat_Choice,42,uncolored_shape_choices,['subjects/wooster/sessions/scd_20230213/16/Hat_Choice_instance_beta.nii.gz'],scd_20230213,0,16
648,648,LightTurquiose_Choice,46,colored_blob_choices,['subjects/wooster/sessions/scd_20230213/16/LightTurquiose_Choice_instance_beta.nii.gz'],scd_20230213,0,16
649,649,Spade_Choice,53,uncolored_shape_choices,['subjects/wooster/sessions/scd_20230213/16/Spade_Choice_instance_beta.nii.gz'],scd_20230213,0,16
650,650,DarkRed,1,colored_blobs,"['subjects/wooster/sessions/scd_20230213/13/DarkRed_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/13/DarkRed_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/13/DarkRed_delay_2_instance_beta.nii.gz']",scd_20230213,1,13
651,651,DarkGray,7,colored_blobs,"['subjects/wooster/sessions/scd_20230213/13/DarkGray_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/13/DarkGray_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/13/DarkGray_delay_2_instance_beta.nii.gz']",scd_20230213,1,13
652,652,UpArrow,8,uncolored_shapes,"['subjects/wooster/sessions/scd_20230213/13/UpArrow_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/13/UpArrow_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/13/UpArrow_delay_2_instance_beta.nii.gz']",scd_20230213,0,13
653,653,Spike,9,uncolored_shapes,"['subjects/wooster/sessions/scd_20230213/13/Spike_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/13/Spike_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/13/Spike_delay_2_instance_beta.nii.gz']",scd_20230213,0,13
654,654,Hat,14,uncolored_shapes,"['subjects/wooster/sessions/scd_20230213/13/Hat_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/13/Hat_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/13/Hat_delay_2_instance_beta.nii.gz']",scd_20230213,1,13
655,655,LightBlue,19,colored_blobs,"['subjects/wooster/sessions/scd_20230213/13/LightBlue_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/13/LightBlue_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/13/LightBlue_delay_2_instance_beta.nii.gz']",scd_20230213,1,13
656,656,Sawblade,26,uncolored_shapes,"['subjects/wooster/sessions/scd_20230213/13/Sawblade_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/13/Sawblade_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/13/Sawblade_delay_2_instance_beta.nii.gz']",scd_20230213,1,13
657,657,DarkRed_Choice,29,colored_blob_choices,['subjects/wooster/sessions/scd_20230213/13/DarkRed_Choice_instance_beta.nii.gz'],scd_20230213,0,13
658,658,DarkGray_Choice,35,colored_blob_choices,['subjects/wooster/sessions/scd_20230213/13/DarkGray_Choice_instance_beta.nii.gz'],scd_20230213,0,13
659,659,UpArrow_Choice,36,uncolored_shape_choices,['subjects/wooster/sessions/scd_20230213/13/UpArrow_Choice_instance_beta.nii.gz'],scd_20230213,0,13
660,660,Spike_Choice,37,uncolored_shape_choices,['subjects/wooster/sessions/scd_20230213/13/Spike_Choice_instance_beta.nii.gz'],scd_20230213,0,13
661,661,Hat_Choice,42,uncolored_shape_choices,['subjects/wooster/sessions/scd_20230213/13/Hat_Choice_instance_beta.nii.gz'],scd_20230213,0,13
662,662,LightBlue_Choice,47,colored_blob_choices,['subjects/wooster/sessions/scd_20230213/13/LightBlue_Choice_instance_beta.nii.gz'],scd_20230213,0,13
663,663,Sawblade_Choice,54,uncolored_shape_choices,['subjects/wooster/sessions/scd_20230213/13/Sawblade_Choice_instance_beta.nii.gz'],scd_20230213,0,13
664,664,DarkBlue,5,colored_blobs,"['subjects/wooster/sessions/scd_20230213/28/DarkBlue_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/28/DarkBlue_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/28/DarkBlue_delay_2_instance_beta.nii.gz']",scd_20230213,1,28
665,665,Nail,12,uncolored_shapes,"['subjects/wooster/sessions/scd_20230213/28/Nail_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/28/Nail_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/28/Nail_delay_2_instance_beta.nii.gz']",scd_20230213,1,28
666,666,LightRed,15,colored_blobs,"['subjects/wooster/sessions/scd_20230213/28/LightRed_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/28/LightRed_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/28/LightRed_delay_2_instance_beta.nii.gz']",scd_20230213,1,28
667,667,LightBlue,19,colored_blobs,"['subjects/wooster/sessions/scd_20230213/28/LightBlue_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/28/LightBlue_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/28/LightBlue_delay_2_instance_beta.nii.gz']",scd_20230213,0,28
668,668,LightGray,21,colored_blobs,"['subjects/wooster/sessions/scd_20230213/28/LightGray_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/28/LightGray_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/28/LightGray_delay_2_instance_beta.nii.gz']",scd_20230213,1,28
669,669,Hourglass,22,uncolored_shapes,"['subjects/wooster/sessions/scd_20230213/28/Hourglass_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/28/Hourglass_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/28/Hourglass_delay_2_instance_beta.nii.gz']",scd_20230213,1,28
670,670,Sawblade,26,uncolored_shapes,"['subjects/wooster/sessions/scd_20230213/28/Sawblade_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/28/Sawblade_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/28/Sawblade_delay_2_instance_beta.nii.gz']",scd_20230213,1,28
671,671,Venn,28,uncolored_shapes,"['subjects/wooster/sessions/scd_20230213/28/Venn_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/28/Venn_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/28/Venn_delay_2_instance_beta.nii.gz']",scd_20230213,1,28
672,672,DarkBlue_Choice,33,colored_blob_choices,['subjects/wooster/sessions/scd_20230213/28/DarkBlue_Choice_instance_beta.nii.gz'],scd_20230213,0,28
673,673,Nail_Choice,40,uncolored_shape_choices,['subjects/wooster/sessions/scd_20230213/28/Nail_Choice_instance_beta.nii.gz'],scd_20230213,0,28
674,674,LightRed_Choice,43,colored_blob_choices,['subjects/wooster/sessions/scd_20230213/28/LightRed_Choice_instance_beta.nii.gz'],scd_20230213,0,28
675,675,LightBlue_Choice,47,colored_blob_choices,['subjects/wooster/sessions/scd_20230213/28/LightBlue_Choice_instance_beta.nii.gz'],scd_20230213,0,28
676,676,LightGray_Choice,49,colored_blob_choices,['subjects/wooster/sessions/scd_20230213/28/LightGray_Choice_instance_beta.nii.gz'],scd_20230213,0,28
677,677,Hourglass_Choice,50,uncolored_shape_choices,['subjects/wooster/sessions/scd_20230213/28/Hourglass_Choice_instance_beta.nii.gz'],scd_20230213,0,28
678,678,Sawblade_Choice,54,uncolored_shape_choices,['subjects/wooster/sessions/scd_20230213/28/Sawblade_Choice_instance_beta.nii.gz'],scd_20230213,0,28
679,679,Venn_Choice,56,uncolored_shape_choices,['subjects/wooster/sessions/scd_20230213/28/Venn_Choice_instance_beta.nii.gz'],scd_20230213,0,28
680,680,LightRed,15,colored_blobs,"['subjects/wooster/sessions/scd_20230213/7/LightRed_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/7/LightRed_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/7/LightRed_delay_2_instance_beta.nii.gz']",scd_20230213,1,7
681,681,LightYellow,16,colored_blobs,"['subjects/wooster/sessions/scd_20230213/7/LightYellow_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/7/LightYellow_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/7/LightYellow_delay_2_instance_beta.nii.gz']",scd_20230213,1,7
682,682,LightGreen,17,colored_blobs,"['subjects/wooster/sessions/scd_20230213/7/LightGreen_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/7/LightGreen_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/7/LightGreen_delay_2_instance_beta.nii.gz']",scd_20230213,1,7
683,683,LightBlue,19,colored_blobs,"['subjects/wooster/sessions/scd_20230213/7/LightBlue_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/7/LightBlue_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/7/LightBlue_delay_2_instance_beta.nii.gz']",scd_20230213,1,7
684,684,Hourglass,22,uncolored_shapes,"['subjects/wooster/sessions/scd_20230213/7/Hourglass_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/7/Hourglass_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/7/Hourglass_delay_2_instance_beta.nii.gz']",scd_20230213,0,7
685,685,Diamond,23,uncolored_shapes,"['subjects/wooster/sessions/scd_20230213/7/Diamond_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/7/Diamond_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/7/Diamond_delay_2_instance_beta.nii.gz']",scd_20230213,0,7
686,686,Lock,24,uncolored_shapes,"['subjects/wooster/sessions/scd_20230213/7/Lock_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/7/Lock_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/7/Lock_delay_2_instance_beta.nii.gz']",scd_20230213,0,7
687,687,Sawblade,26,uncolored_shapes,"['subjects/wooster/sessions/scd_20230213/7/Sawblade_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/7/Sawblade_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/7/Sawblade_delay_2_instance_beta.nii.gz']",scd_20230213,1,7
688,688,LightRed_Choice,43,colored_blob_choices,['subjects/wooster/sessions/scd_20230213/7/LightRed_Choice_instance_beta.nii.gz'],scd_20230213,0,7
689,689,LightYellow_Choice,44,colored_blob_choices,['subjects/wooster/sessions/scd_20230213/7/LightYellow_Choice_instance_beta.nii.gz'],scd_20230213,0,7
690,690,LightGreen_Choice,45,colored_blob_choices,['subjects/wooster/sessions/scd_20230213/7/LightGreen_Choice_instance_beta.nii.gz'],scd_20230213,0,7
691,691,LightBlue_Choice,47,colored_blob_choices,['subjects/wooster/sessions/scd_20230213/7/LightBlue_Choice_instance_beta.nii.gz'],scd_20230213,0,7
692,692,Hourglass_Choice,50,uncolored_shape_choices,['subjects/wooster/sessions/scd_20230213/7/Hourglass_Choice_instance_beta.nii.gz'],scd_20230213,0,7
693,693,Diamond_Choice,51,uncolored_shape_choices,['subjects/wooster/sessions/scd_20230213/7/Diamond_Choice_instance_beta.nii.gz'],scd_20230213,0,7
694,694,Lock_Choice,52,uncolored_shape_choices,['subjects/wooster/sessions/scd_20230213/7/Lock_Choice_instance_beta.nii.gz'],scd_20230213,0,7
695,695,Sawblade_Choice,54,uncolored_shape_choices,['subjects/wooster/sessions/scd_20230213/7/Sawblade_Choice_instance_beta.nii.gz'],scd_20230213,0,7
696,696,DarkRed,1,colored_blobs,"['subjects/wooster/sessions/scd_20230213/18/DarkRed_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/18/DarkRed_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/18/DarkRed_delay_2_instance_beta.nii.gz']",scd_20230213,1,18
697,697,DarkPurple,6,colored_blobs,"['subjects/wooster/sessions/scd_20230213/18/DarkPurple_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/18/DarkPurple_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/18/DarkPurple_delay_2_instance_beta.nii.gz']",scd_20230213,0,18
698,698,DarkGray,7,colored_blobs,"['subjects/wooster/sessions/scd_20230213/18/DarkGray_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/18/DarkGray_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/18/DarkGray_delay_2_instance_beta.nii.gz']",scd_20230213,1,18
699,699,Puzzle,13,uncolored_shapes,"['subjects/wooster/sessions/scd_20230213/18/Puzzle_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/18/Puzzle_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/18/Puzzle_delay_2_instance_beta.nii.gz']",scd_20230213,1,18
700,700,Hat,14,uncolored_shapes,"['subjects/wooster/sessions/scd_20230213/18/Hat_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/18/Hat_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/18/Hat_delay_2_instance_beta.nii.gz']",scd_20230213,1,18
701,701,LightTurquiose,18,colored_blobs,"['subjects/wooster/sessions/scd_20230213/18/LightTurquiose_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/18/LightTurquiose_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/18/LightTurquiose_delay_2_instance_beta.nii.gz']",scd_20230213,1,18
702,702,Spade,25,uncolored_shapes,"['subjects/wooster/sessions/scd_20230213/18/Spade_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/18/Spade_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/18/Spade_delay_2_instance_beta.nii.gz']",scd_20230213,1,18
703,703,DarkRed_Choice,29,colored_blob_choices,['subjects/wooster/sessions/scd_20230213/18/DarkRed_Choice_instance_beta.nii.gz'],scd_20230213,0,18
704,704,DarkPurple_Choice,34,colored_blob_choices,['subjects/wooster/sessions/scd_20230213/18/DarkPurple_Choice_instance_beta.nii.gz'],scd_20230213,0,18
705,705,DarkGray_Choice,35,colored_blob_choices,['subjects/wooster/sessions/scd_20230213/18/DarkGray_Choice_instance_beta.nii.gz'],scd_20230213,0,18
706,706,Puzzle_Choice,41,uncolored_shape_choices,['subjects/wooster/sessions/scd_20230213/18/Puzzle_Choice_instance_beta.nii.gz'],scd_20230213,0,18
707,707,Hat_Choice,42,uncolored_shape_choices,['subjects/wooster/sessions/scd_20230213/18/Hat_Choice_instance_beta.nii.gz'],scd_20230213,0,18
708,708,LightTurquiose_Choice,46,colored_blob_choices,['subjects/wooster/sessions/scd_20230213/18/LightTurquiose_Choice_instance_beta.nii.gz'],scd_20230213,0,18
709,709,Spade_Choice,53,uncolored_shape_choices,['subjects/wooster/sessions/scd_20230213/18/Spade_Choice_instance_beta.nii.gz'],scd_20230213,0,18
710,710,DarkYellow,2,colored_blobs,"['subjects/wooster/sessions/scd_20230213/21/DarkYellow_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/21/DarkYellow_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/21/DarkYellow_delay_2_instance_beta.nii.gz']",scd_20230213,1,21
711,711,DarkGreen,3,colored_blobs,"['subjects/wooster/sessions/scd_20230213/21/DarkGreen_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/21/DarkGreen_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/21/DarkGreen_delay_2_instance_beta.nii.gz']",scd_20230213,1,21
712,712,Spike,9,uncolored_shapes,"['subjects/wooster/sessions/scd_20230213/21/Spike_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/21/Spike_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/21/Spike_delay_2_instance_beta.nii.gz']",scd_20230213,1,21
713,713,Bar,10,uncolored_shapes,"['subjects/wooster/sessions/scd_20230213/21/Bar_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/21/Bar_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/21/Bar_delay_2_instance_beta.nii.gz']",scd_20230213,1,21
714,714,LightGreen,17,colored_blobs,"['subjects/wooster/sessions/scd_20230213/21/LightGreen_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/21/LightGreen_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/21/LightGreen_delay_2_instance_beta.nii.gz']",scd_20230213,1,21
715,715,LightBlue,19,colored_blobs,"['subjects/wooster/sessions/scd_20230213/21/LightBlue_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/21/LightBlue_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/21/LightBlue_delay_2_instance_beta.nii.gz']",scd_20230213,1,21
716,716,Lock,24,uncolored_shapes,"['subjects/wooster/sessions/scd_20230213/21/Lock_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/21/Lock_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/21/Lock_delay_2_instance_beta.nii.gz']",scd_20230213,1,21
717,717,Sawblade,26,uncolored_shapes,"['subjects/wooster/sessions/scd_20230213/21/Sawblade_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/21/Sawblade_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/21/Sawblade_delay_2_instance_beta.nii.gz']",scd_20230213,1,21
718,718,DarkYellow_Choice,30,colored_blob_choices,['subjects/wooster/sessions/scd_20230213/21/DarkYellow_Choice_instance_beta.nii.gz'],scd_20230213,0,21
719,719,DarkGreen_Choice,31,colored_blob_choices,['subjects/wooster/sessions/scd_20230213/21/DarkGreen_Choice_instance_beta.nii.gz'],scd_20230213,0,21
720,720,Spike_Choice,37,uncolored_shape_choices,['subjects/wooster/sessions/scd_20230213/21/Spike_Choice_instance_beta.nii.gz'],scd_20230213,0,21
721,721,Bar_Choice,38,uncolored_shape_choices,['subjects/wooster/sessions/scd_20230213/21/Bar_Choice_instance_beta.nii.gz'],scd_20230213,0,21
722,722,LightGreen_Choice,45,colored_blob_choices,['subjects/wooster/sessions/scd_20230213/21/LightGreen_Choice_instance_beta.nii.gz'],scd_20230213,0,21
723,723,LightBlue_Choice,47,colored_blob_choices,['subjects/wooster/sessions/scd_20230213/21/LightBlue_Choice_instance_beta.nii.gz'],scd_20230213,0,21
724,724,Lock_Choice,52,uncolored_shape_choices,['subjects/wooster/sessions/scd_20230213/21/Lock_Choice_instance_beta.nii.gz'],scd_20230213,0,21
725,725,Sawblade_Choice,54,uncolored_shape_choices,['subjects/wooster/sessions/scd_20230213/21/Sawblade_Choice_instance_beta.nii.gz'],scd_20230213,0,21
726,726,LightRed,15,colored_blobs,"['subjects/wooster/sessions/scd_20230213/10/LightRed_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/10/LightRed_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/10/LightRed_delay_2_instance_beta.nii.gz']",scd_20230213,1,10
727,727,LightYellow,16,colored_blobs,"['subjects/wooster/sessions/scd_20230213/10/LightYellow_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/10/LightYellow_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/10/LightYellow_delay_2_instance_beta.nii.gz']",scd_20230213,1,10
728,728,LightGreen,17,colored_blobs,"['subjects/wooster/sessions/scd_20230213/10/LightGreen_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/10/LightGreen_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/10/LightGreen_delay_2_instance_beta.nii.gz']",scd_20230213,1,10
729,729,LightBlue,19,colored_blobs,"['subjects/wooster/sessions/scd_20230213/10/LightBlue_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/10/LightBlue_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/10/LightBlue_delay_2_instance_beta.nii.gz']",scd_20230213,1,10
730,730,Hourglass,22,uncolored_shapes,"['subjects/wooster/sessions/scd_20230213/10/Hourglass_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/10/Hourglass_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/10/Hourglass_delay_2_instance_beta.nii.gz']",scd_20230213,1,10
731,731,Diamond,23,uncolored_shapes,"['subjects/wooster/sessions/scd_20230213/10/Diamond_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/10/Diamond_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/10/Diamond_delay_2_instance_beta.nii.gz']",scd_20230213,1,10
732,732,Lock,24,uncolored_shapes,"['subjects/wooster/sessions/scd_20230213/10/Lock_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/10/Lock_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/10/Lock_delay_2_instance_beta.nii.gz']",scd_20230213,1,10
733,733,Sawblade,26,uncolored_shapes,"['subjects/wooster/sessions/scd_20230213/10/Sawblade_delay_0_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/10/Sawblade_delay_1_instance_beta.nii.gz', 'subjects/wooster/sessions/scd_20230213/10/Sawblade_delay_2_instance_beta.nii.gz']",scd_20230213,1,10
734,734,LightRed_Choice,43,colored_blob_choices,['subjects/wooster/sessions/scd_20230213/10/LightRed_Choice_instance_beta.nii.gz'],scd_20230213,0,10
735,735,LightYellow_Choice,44,colored_blob_choices,['subjects/wooster/sessions/scd_20230213/10/LightYellow_Choice_instance_beta.nii.gz'],scd_20230213,0,10
736,736,LightGreen_Choice,45,colored_blob_choices,['subjects/wooster/sessions/scd_20230213/10/LightGreen_Choice_instance_beta.nii.gz'],scd_20230213,0,10
737,737,LightBlue_Choice,47,colored_blob_choices,['subjects/wooster/sessions/scd_20230213/10/LightBlue_Choice_instance_beta.nii.gz'],scd_20230213,0,10
738,738,Hourglass_Choice,50,uncolored_shape_choices,['subjects/wooster/sessions/scd_20230213/10/Hourglass_Choice_instance_beta.nii.gz'],scd_20230213,0,10
739,739,Diamond_Choice,51,uncolored_shape_choices,['subjects/wooster/sessions/scd_20230213/10/Diamond_Choice_instance_beta.nii.gz'],scd_20230213,0,10
740,740,Lock_Choice,52,uncolored_shape_choices,['subjects/wooster/sessions/scd_20230213/10/Lock_Choice_instance_beta.nii.gz'],scd_20230213,0,10
741,741,Sawblade_Choice,54,uncolored_shape_choices,['subjects/wooster/sessions/scd_20230213/10/Sawblade_Choice_instance_beta.nii.gz'],scd_20230213,0,10
